date,old_A,new_A,category,allowed,A_verified,B_verified,evidence,A_status,A_reason
20110110,-5.0,-5.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110111,-4.0,-4.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110112,-6.75,-6.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110113,3.75,3.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110114,-10.5,-10.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110117,-2.75,-9.0,returned_future_filtered_morning,True,True,True,missing_legacy_future_exit_bar; corrected_A_verified; B_exactly_reproduces_legacy,resolved,ok
20110118,11.0,11.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110119,14.0,14.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110120,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110121,8.75,8.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110124,18.5,18.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110125,-3.5,-3.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110126,-7.5,-7.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110127,-2.5,-2.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110128,37.0,37.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110131,-0.5,-0.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110201,17.0,17.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110202,2.5,2.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110203,2.5,2.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110204,-3.0,-3.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110207,-17.0,-17.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110208,2.5,2.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110209,-3.25,-3.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110210,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110211,-14.0,-14.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110214,-7.25,-7.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110215,-0.25,-0.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110216,6.25,6.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110217,-13.75,-13.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110218,2.0,2.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110221,,12.5,returned_future_filtered_morning,True,True,True,missing_legacy_future_exit_bar; corrected_A_verified; B_exactly_reproduces_legacy,resolved,ok
20110222,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110223,16.75,16.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110224,-4.5,-4.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110225,14.5,14.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110228,-8.25,-8.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110301,17.75,17.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110302,14.25,14.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110303,10.0,10.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110304,4.0,4.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110307,40.5,40.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110308,17.25,17.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110309,11.0,11.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110310,0.0,0.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110311,0.0,0.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110314,-16.0,-16.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110315,19.0,19.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110316,13.5,13.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110317,3.5,3.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110318,19.75,19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110321,14.75,14.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110322,-9.5,-9.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110323,-5.25,-5.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110324,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110325,-13.5,-13.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110328,4.25,4.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110329,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110330,4.5,4.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110331,-1.75,-1.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110401,-9.25,-9.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110404,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:552,unknown,missing_decision_prefix_bar:552
20110405,-8.5,-8.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110406,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110407,-8.5,-8.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110408,9.0,9.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110411,-13.0,-13.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110412,6.5,6.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110413,-5.75,-5.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110414,1.75,1.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110415,-8.0,-8.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110418,11.25,11.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110419,-10.25,-10.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110420,5.25,5.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110421,-2.25,-2.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110422,,,calendar_not_eligible,True,False,False,calendar_closed,not_in_P0,calendar_closed
20110425,-3.5,-3.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110426,-13.0,-13.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110427,-9.5,-9.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110428,0.25,0.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110429,-2.25,-2.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110502,1.5,1.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110503,-6.5,-6.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110504,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110505,11.5,11.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110506,-9.0,-9.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110509,-1.25,-1.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110510,-2.75,-2.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110511,-2.0,-2.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110512,-19.5,-19.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110513,10.75,10.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110516,-6.5,-6.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110517,1.5,1.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110518,-11.75,-11.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110519,9.25,9.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110520,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110523,-4.25,-4.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110524,4.25,4.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110525,6.25,6.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110526,4.5,4.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110527,6.0,6.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110530,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:549,unknown,missing_decision_prefix_bar:549
20110531,-9.25,-9.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110601,-15.75,-15.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110602,-9.0,-9.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110603,4.5,4.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110606,0.75,0.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110607,4.5,4.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110608,5.0,5.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110609,-8.25,-8.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110610,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110613,-5.0,-5.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110614,6.5,6.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110615,-0.25,-0.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110616,-9.75,-9.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110617,13.75,13.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110620,5.5,5.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110621,-1.0,-1.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110622,3.75,3.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110623,-10.5,-10.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110624,11.25,11.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110627,20.5,20.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110628,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110629,-6.5,-6.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110630,17.5,17.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110701,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110704,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:561,unknown,missing_decision_prefix_bar:561
20110705,-6.25,-6.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110706,-4.0,-4.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110707,-10.0,-10.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110708,-18.25,-18.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110711,-22.0,-22.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110712,1.75,1.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110713,11.25,11.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110714,4.5,4.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110715,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110718,12.5,12.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110719,6.25,6.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110720,13.0,13.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110721,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110722,1.0,1.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110725,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110726,1.75,1.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110727,15.75,15.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110728,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110729,22.5,22.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110801,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110802,-5.0,-5.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110803,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110804,24.0,24.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110805,-23.0,-23.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110808,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110809,-28.5,-28.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110810,12.5,12.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110811,32.25,32.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110812,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110815,-13.0,-13.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110816,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110817,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110818,25.5,25.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110819,12.25,12.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110822,29.0,29.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110823,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110824,-4.25,-4.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110825,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110826,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110829,7.0,7.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110830,11.5,11.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110831,-7.25,-7.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110901,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110902,-2.75,-2.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110905,-3.25,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:559,unknown,missing_decision_prefix_bar:559
20110906,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110907,4.0,4.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110908,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:545,unknown,missing_decision_prefix_bar:545
20110909,11.5,11.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110912,19.25,19.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110913,-6.5,-6.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110914,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110915,0.5,0.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110916,-2.0,-2.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110919,-9.75,-9.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110920,-9.25,-9.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110921,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110922,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110923,30.0,30.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110926,7.5,7.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110927,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110928,-14.5,-14.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110929,35.5,35.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20110930,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111003,12.75,12.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111004,21.75,21.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111005,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111006,21.0,21.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111007,11.0,11.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111010,25.25,25.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111011,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111012,-14.0,-14.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111013,4.0,4.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111014,-14.75,-14.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111017,-1.25,-1.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111018,-15.25,-15.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111019,2.0,2.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111020,23.5,23.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111021,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111024,32.75,32.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111025,13.75,13.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111026,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111027,14.5,14.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111028,7.5,7.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111031,-7.5,-7.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111101,4.0,4.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111102,-0.5,-0.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111103,-24.0,-24.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111104,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111107,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111108,18.75,18.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111109,-3.25,-3.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111110,23.25,23.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111111,13.75,13.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111114,-9.0,-9.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111115,-9.25,-9.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111116,-15.0,-15.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111117,13.5,13.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111118,-0.25,-0.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111121,25.5,25.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111122,7.0,7.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111123,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111124,,,new_A_unknown,True,True,True,missing_open_position_bar:648,unknown,missing_open_position_bar:648
20111125,5.25,5.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111128,15.75,15.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111129,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111130,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111201,0.25,0.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111202,3.75,3.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111205,-8.0,-8.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111206,-16.0,-16.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111207,-9.25,-9.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111208,-0.25,-0.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111209,18.5,18.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111212,3.25,3.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111213,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111214,37.25,37.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111215,16.0,16.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111216,11.25,11.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111219,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111220,11.5,11.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111221,28.5,28.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111222,-8.25,-8.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111223,-7.0,-7.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111226,,,calendar_not_eligible,True,False,False,calendar_closed,not_in_P0,calendar_closed
20111227,-10.75,-10.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111228,16.25,16.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111229,2.25,2.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20111230,4.5,4.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120102,,,calendar_not_eligible,True,False,False,calendar_closed,not_in_P0,calendar_closed
20120103,3.25,3.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120104,-5.25,-5.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120105,1.25,1.25,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120106,-9.5,-9.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120109,10.75,10.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120110,-2.5,-2.5,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120111,3.0,3.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120112,-19.75,-19.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120113,0.0,0.0,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
20120116,,,parent_membership_unknown,True,False,False,missing_decision_prefix_bar:553,unknown,missing_decision_prefix_bar:553
20120117,5.75,5.75,exact_reproduction,True,True,True,full_trade_trace_and_independent_execution_match,resolved,ok
